id,timestamp,formatted_timestamp,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,total_volume,percent_sold,tax,margin,ROI,margin-volume,minVol
2,1769990400,2026-02-02 00:00:00+00:00,219.0,6559469,213.0,5980446,12539915,47.69128020405242,4.0,2.0,0.939,11960892.0,5980446
6,1769990400,2026-02-02 00:00:00+00:00,200307.0,67,193546.0,178,245,72.6530612244898,4006.0,2755.0,1.423,490390.0,67
8,1769990400,2026-02-02 00:00:00+00:00,196661.0,85,188249.0,171,256,66.796875,3933.0,4479.0,2.379,765909.0,85
10,1769990400,2026-02-02 00:00:00+00:00,174225.0,63,169335.0,219,282,77.6595744680851,3484.0,1406.0,0.83,307914.0,63
12,1769990400,2026-02-02 00:00:00+00:00,206691.0,41,196684.0,155,196,79.08163265306123,4134.0,5873.0,2.986,910315.0,41
28,1769990400,2026-02-02 00:00:00+00:00,296.0,6,389.0,5,11,45.45454545454545,6.0,-99.0,-25.45,-495.0,5
30,1769990400,2026-02-02 00:00:00+00:00,918.0,228,729.0,1,229,0.43668122270742354,18.0,171.0,23.457,171.0,1
36,1769990400,2026-02-02 00:00:00+00:00,198.0,433,96.0,2,435,0.45977011494252873,4.0,98.0,102.083,196.0,2
39,1769990400,2026-02-02 00:00:00+00:00,3.0,89008,3.0,24484,113492,21.573326754308674,0.0,0.0,0.0,0.0,24484
40,1769990400,2026-02-02 00:00:00+00:00,7.0,94925,5.0,52106,147031,35.43878501812543,0.0,2.0,40.0,104212.0,52106
41,1769990400,2026-02-02 00:00:00+00:00,20.0,208324,20.0,128076,336400,38.07253269916765,0.0,0.0,0.0,0.0,128076
42,1769990400,2026-02-02 00:00:00+00:00,37.0,72139,36.0,57119,129258,44.189914744155104,1.0,0.0,0.0,0.0,57119
43,1769990400,2026-02-02 00:00:00+00:00,118.0,204922,112.0,61261,266183,23.014617762967582,2.0,4.0,3.571,245044.0,61261
44,1769990400,2026-02-02 00:00:00+00:00,323.0,5860,315.0,70975,76835,92.37326739116288,6.0,2.0,0.635,141950.0,5860
45,1769990400,2026-02-02 00:00:00+00:00,22.0,8861,24.0,31273,40134,77.92146309861963,0.0,-2.0,-8.333,-62546.0,8861
46,1769990400,2026-02-02 00:00:00+00:00,9.0,30155,8.0,23142,53297,43.42083044073775,0.0,1.0,12.5,23142.0,23142
47,1769990400,2026-02-02 00:00:00+00:00,67.0,8620,69.0,459,9079,5.0556228659544,1.0,-3.0,-4.348,-1377.0,459
48,1769990400,2026-02-02 00:00:00+00:00,4.0,3833,4.0,2357,6190,38.07754442649435,0.0,0.0,0.0,0.0,2357
50,1769990400,2026-02-02 00:00:00+00:00,24.0,1738,17.0,1511,3249,46.506617420744846,0.0,7.0,41.176,10577.0,1511
52,1769990400,2026-02-02 00:00:00+00:00,1.0,947052,,0,947052,0.0,0.0,,,,0
53,1769990400,2026-02-02 00:00:00+00:00,12.0,2472548,9.0,908619,3381167,26.872940614882378,0.0,3.0,33.333,2725857.0,908619
54,1769990400,2026-02-02 00:00:00+00:00,18.0,8833,15.0,1824,10657,17.115510931781927,0.0,3.0,20.0,5472.0,1824
56,1769990400,2026-02-02 00:00:00+00:00,58.0,10867,54.0,7308,18175,40.20907840440165,1.0,3.0,5.556,21924.0,7308
58,1769990400,2026-02-02 00:00:00+00:00,82.0,140438,76.0,31068,171506,18.11481814047322,2.0,4.0,5.263,124272.0,31068
60,1769990400,2026-02-02 00:00:00+00:00,39.0,5486,37.0,5392,10878,49.567935282221,1.0,1.0,2.703,5392.0,5392
62,1769990400,2026-02-02 00:00:00+00:00,114.0,67594,110.0,111020,178614,62.15638191855062,2.0,2.0,1.818,222040.0,67594
64,1769990400,2026-02-02 00:00:00+00:00,89.0,25502,87.0,9882,35384,27.927877006556635,2.0,0.0,0.0,0.0,9882
66,1769990400,2026-02-02 00:00:00+00:00,269.0,420822,262.0,462625,883447,52.36590310454391,5.0,2.0,0.763,925250.0,420822
68,1769990400,2026-02-02 00:00:00+00:00,214.0,32932,206.0,28991,61923,46.81782213394054,4.0,4.0,1.942,115964.0,28991
70,1769990400,2026-02-02 00:00:00+00:00,1074.0,216134,1053.0,227007,443141,51.22681042828356,21.0,0.0,0.0,0.0,216134
72,1769990400,2026-02-02 00:00:00+00:00,801.0,20242,787.0,33951,54193,62.64831251268615,16.0,-2.0,-0.254,-67902.0,20242
91,1769990400,2026-02-02 00:00:00+00:00,286.0,40331,276.0,42349,82680,51.22036768263183,6.0,4.0,1.449,169396.0,40331
93,1769990400,2026-02-02 00:00:00+00:00,222.0,5671,192.0,5454,11125,49.024719101123594,4.0,26.0,13.542,141804.0,5454
95,1769990400,2026-02-02 00:00:00+00:00,249.0,47284,235.0,8574,55858,15.349636578466827,5.0,9.0,3.83,77166.0,8574
97,1769990400,2026-02-02 00:00:00+00:00,632.0,114423,626.0,58537,172960,33.84424144310823,13.0,-7.0,-1.118,-409759.0,58537
99,1769990400,2026-02-02 00:00:00+00:00,5967.0,173972,5964.0,74795,248767,30.06628692712458,119.0,-116.0,-1.945,-8676220.0,74795
101,1769990400,2026-02-02 00:00:00+00:00,2906.0,84714,2883.0,34427,119141,28.896013966644563,58.0,-35.0,-1.214,-1204945.0,34427
103,1769990400,2026-02-02 00:00:00+00:00,2934.0,85347,2897.0,53513,138860,38.53737577416103,59.0,-22.0,-0.759,-1177286.0,53513
105,1769990400,2026-02-02 00:00:00+00:00,3147.0,111831,3121.0,30168,141999,21.245220036760823,63.0,-37.0,-1.186,-1116216.0,30168
107,1769990400,2026-02-02 00:00:00+00:00,3308.0,87215,3299.0,28506,115721,24.633385470225804,66.0,-57.0,-1.728,-1624842.0,28506
109,1769990400,2026-02-02 00:00:00+00:00,2777.0,133181,2772.0,65870,199051,33.09202164269458,56.0,-51.0,-1.84,-3359370.0,65870
111,1769990400,2026-02-02 00:00:00+00:00,4438.0,22015,4271.0,16641,38656,43.04894453642384,89.0,78.0,1.826,1297998.0,16641
113,1769990400,2026-02-02 00:00:00+00:00,74.0,26860,76.0,4721,31581,14.948861657325608,1.0,-3.0,-3.947,-14163.0,4721
115,1769990400,2026-02-02 00:00:00+00:00,55.0,365,53.0,3490,3855,90.53177691309988,1.0,1.0,1.887,3490.0,365
117,1769990400,2026-02-02 00:00:00+00:00,31.0,21,30.0,102,123,82.92682926829268,1.0,0.0,0.0,0.0,21
119,1769990400,2026-02-02 00:00:00+00:00,17.0,5,23.0,21,26,80.76923076923077,0.0,-6.0,-26.087,-126.0,5
121,1769990400,2026-02-02 00:00:00+00:00,12.0,4720,9.0,16157,20877,77.39138765148249,0.0,3.0,33.333,48471.0,4720
123,1769990400,2026-02-02 00:00:00+00:00,20.0,2090,10.0,403,2493,16.165262735659848,0.0,10.0,100.0,4030.0,403
125,1769990400,2026-02-02 00:00:00+00:00,,0,6.0,68,68,100.0,0.0,,,,0
127,1769990400,2026-02-02 00:00:00+00:00,54.0,3438,55.0,3836,7274,52.73577124003299,1.0,-2.0,-3.636,-7672.0,3438
129,1769990400,2026-02-02 00:00:00+00:00,49.0,3,49.0,23,26,88.46153846153845,1.0,-1.0,-2.041,-23.0,3
131,1769990400,2026-02-02 00:00:00+00:00,16.0,2,29.0,3,5,60.0,0.0,-13.0,-44.828,-39.0,2
133,1769990400,2026-02-02 00:00:00+00:00,516.0,9,357.0,474,483,98.13664596273291,10.0,149.0,41.737,70626.0,9
135,1769990400,2026-02-02 00:00:00+00:00,168.0,8,121.0,6,14,42.857142857142854,3.0,44.0,36.364,264.0,6
139,1769990400,2026-02-02 00:00:00+00:00,5976.0,12313,5970.0,115336,127649,90.35401765779598,120.0,-114.0,-1.91,-13148304.0,12313
141,1769990400,2026-02-02 00:00:00+00:00,4157.0,12,3982.0,2115,2127,99.4358251057828,83.0,92.0,2.31,194580.0,12
143,1769990400,2026-02-02 00:00:00+00:00,1986.0,255,1985.0,1425,1680,84.82142857142857,40.0,-39.0,-1.965,-55575.0,255
145,1769990400,2026-02-02 00:00:00+00:00,2551.0,18751,2538.0,30184,48935,61.681822826198015,51.0,-38.0,-1.497,-1146992.0,18751
147,1769990400,2026-02-02 00:00:00+00:00,1718.0,2,1603.0,177,179,98.88268156424581,34.0,81.0,5.053,14337.0,2
149,1769990400,2026-02-02 00:00:00+00:00,992.0,2005,862.0,6121,8126,75.32611370908195,20.0,110.0,12.761,673310.0,2005
151,1769990400,2026-02-02 00:00:00+00:00,50.0,2011,37.0,420,2431,17.276840806252572,1.0,12.0,32.432,5040.0,420
153,1769990400,2026-02-02 00:00:00+00:00,81.0,3,10.0,1,4,25.0,2.0,69.0,690.0,69.0,1
